"ISO","SPID","adm1_name","vac","pop"
"UGA","UGA_41","Moyo",0,324097.175435219
"UGA","UGA_42","Mpigi",0,680007.515333521
"UGA","UGA_43","Mubende",0,1150183.13742199
"UGA","UGA_44","Mukono",0,1313529.33777072
"UGA","UGA_45","Nakapiripirit",0,259110.7999802
"UGA","UGA_46","Nakasongola",0,211932.147065869
"UGA","UGA_47","Nebbi",0,720717.791456384
"UGA","UGA_48","Ntungamo",0,634275.528950291
"UGA","UGA_49","Pader",0.621924566896543,544266.097260588
"UGA","UGA_5","Bundibugyo",0,352117.058760767
"UGA","UGA_50","Pallisa",0,868255.278926767
"UGA","UGA_51","Rakai",0,784371.118824812
"UGA","UGA_52","Rukungiri",0.927513686886779,460201.947543567
"UGA","UGA_53","Sembabule",0,300341.921051663
"UGA","UGA_54","Sironko",0,473198.322686496
"UGA","UGA_55","Soroti",0,616810.911613325
"UGA","UGA_56","Tororo",0,893067.972298841
"UGA","UGA_57","Wakiso",0,1507027.17344845
"UGA","UGA_58","Yumbe",0,417034.813175041
"UGA","UGA_6","Bushenyi",0,1221326.28264739
"UGA","UGA_7","Busia",0,364331.604013248
"UGA","UGA_8","Gulu",0,792314.285524736
"UGA","UGA_9","Hoima",0,570572.704437718
"ZMB","ZMB_1","Central",0.00133411043629428,1855479.06456481
"ZMB","ZMB_2","Copperbelt",0.00133411043629428,2511541.77190001
"ZMB","ZMB_3","Eastern",0.00133411043629428,2173348.39748812
"ZMB","ZMB_4","Luapula",0.00133411043629428,1211853.21874032
"ZMB","ZMB_5","Lusaka",0.00133411043629428,2574402.93874832
"ZMB","ZMB_6","North-Western",0.00133411043629428,906481.242340577
"ZMB","ZMB_7","Northern",0.00133411043629428,2286751.43545373
"ZMB","ZMB_8","Southern",0.00133411043629428,2075809.89128988
"ZMB","ZMB_9","Western",0.00133411043629428,1136979.79688663
